[HEADER]
VERSION=S255W01
ITEMNAME=IMP
COMMENT=
[DATA]
MODEL=PP
MEMO=B02_Sidewall_study
DATAFILE=C:\FOS4CHDAT\VDDS\35mm Sidewall\PP\20220817-001.M10
BEGIN_RECORD=1
END_RECORD=10
FREQ     ,IMP_1       ,IMP_2       ,IMP_3       ,IMP_4       ,IMP_5       ,IMP_6       ,IMP_7       ,IMP_8       ,IMP_9       ,IMP_10      
   687.86,  20.993,  21.029,  21.195,  21.087,  21.192,  21.033,  21.057,  21.004,  21.089,  21.121
   697.83,  20.979,  21.019,  21.187,  21.073,  21.177,  21.014,  21.032,  20.981,  21.063,  21.097
   707.95,  20.965,  21.005,  21.173,  21.056,  21.164,  20.988,  21.002,  20.958,  21.039,  21.081
   718.21,  20.956,  20.996,  21.168,  21.045,  21.153,  21.029,  21.038,  21.000,  21.076,  21.113
   728.62,  20.942,  20.982,  21.156,  21.034,  21.143,  20.949,  20.968,  20.922,  20.997,  21.027
   739.18,  20.932,  20.971,  21.146,  21.021,  21.129,  20.986,  20.998,  20.964,  21.027,  21.062
   749.89,  20.919,  20.956,  21.139,  21.006,  21.117,  20.969,  20.976,  20.941,  21.007,  21.038
   760.76,  20.910,  20.946,  21.127,  20.994,  21.104,  20.944,  20.949,  20.929,  20.987,  21.019
   771.79,  20.897,  20.934,  21.121,  20.981,  21.089,  20.958,  20.970,  20.947,  20.995,  21.033
   782.98,  20.887,  20.923,  21.114,  20.969,  21.082,  20.916,  20.924,  20.900,  20.952,  20.991
   794.33,  20.879,  20.912,  21.107,  20.957,  21.070,  20.906,  20.917,  20.890,  20.936,  20.979
   805.84,  20.865,  20.899,  21.091,  20.942,  21.056,  20.905,  20.910,  20.894,  20.938,  20.982
   817.52,  20.856,  20.887,  21.086,  20.929,  21.043,  20.896,  20.905,  20.885,  20.924,  20.970
   829.37,  20.845,  20.877,  21.078,  20.919,  21.035,  20.883,  20.892,  20.875,  20.911,  20.944
   841.40,  20.830,  20.864,  21.067,  20.904,  21.021,  20.867,  20.879,  20.868,  20.896,  20.938
   853.59,  20.821,  20.850,  21.059,  20.891,  21.008,  20.893,  20.901,  20.889,  20.923,  20.967
   865.96,  20.815,  20.845,  21.053,  20.883,  20.998,  20.846,  20.851,  20.836,  20.863,  20.906
   878.52,  20.800,  20.831,  21.044,  20.868,  20.986,  20.832,  20.839,  20.837,  20.855,  20.896
   891.25,  20.787,  20.818,  21.030,  20.855,  20.970,  20.831,  20.840,  20.834,  20.857,  20.897
   904.17,  20.784,  20.811,  21.029,  20.849,  20.964,  20.843,  20.838,  20.844,  20.865,  20.906
   917.28,  20.769,  20.797,  21.017,  20.830,  20.949,  20.806,  20.812,  20.818,  20.827,  20.871
   930.57,  20.758,  20.787,  21.008,  20.821,  20.940,  20.782,  20.789,  20.795,  20.797,  20.845
   944.06,  20.745,  20.775,  21.000,  20.808,  20.925,  20.800,  20.798,  20.809,  20.805,  20.853
   957.75,  20.740,  20.765,  20.991,  20.800,  20.916,  20.796,  20.795,  20.809,  20.811,  20.859
   971.63,  20.727,  20.755,  20.983,  20.787,  20.905,  20.758,  20.762,  20.773,  20.777,  20.824
   985.71,  20.718,  20.748,  20.978,  20.777,  20.894,  20.761,  20.751,  20.766,  20.762,  20.806
  1000.00,  20.707,  20.736,  20.968,  20.767,  20.883,  20.782,  20.777,  20.796,  20.796,  20.838
  1014.50,  20.703,  20.728,  20.964,  20.758,  20.876,  20.735,  20.744,  20.760,  20.744,  20.791
  1029.20,  20.688,  20.714,  20.952,  20.744,  20.859,  20.740,  20.746,  20.765,  20.746,  20.792
  1044.12,  20.677,  20.707,  20.945,  20.733,  20.849,  20.704,  20.695,  20.719,  20.706,  20.757
  1059.25,  20.670,  20.698,  20.935,  20.725,  20.838,  20.719,  20.716,  20.738,  20.717,  20.759
  1074.61,  20.659,  20.690,  20.927,  20.716,  20.830,  20.717,  20.712,  20.742,  20.723,  20.760
  1090.18,  20.652,  20.678,  20.920,  20.706,  20.820,  20.687,  20.691,  20.719,  20.698,  20.739
  1105.99,  20.644,  20.670,  20.913,  20.696,  20.813,  20.695,  20.702,  20.730,  20.706,  20.748
  1122.02,  20.636,  20.662,  20.907,  20.688,  20.804,  20.666,  20.672,  20.696,  20.673,  20.712
  1138.28,  20.628,  20.654,  20.899,  20.677,  20.793,  20.665,  20.668,  20.700,  20.668,  20.716
  1154.78,  20.620,  20.646,  20.894,  20.669,  20.783,  20.656,  20.664,  20.702,  20.670,  20.711
  1171.52,  20.615,  20.642,  20.891,  20.665,  20.779,  20.656,  20.657,  20.692,  20.662,  20.697
  1188.50,  20.606,  20.631,  20.881,  20.654,  20.768,  20.646,  20.645,  20.684,  20.644,  20.690
  1205.73,  20.602,  20.627,  20.878,  20.652,  20.764,  20.650,  20.648,  20.689,  20.653,  20.697
  1223.21,  20.591,  20.618,  20.868,  20.640,  20.754,  20.637,  20.638,  20.675,  20.634,  20.677
  1240.94,  20.592,  20.620,  20.868,  20.643,  20.752,  20.613,  20.613,  20.652,  20.624,  20.668
  1258.93,  20.586,  20.615,  20.865,  20.636,  20.747,  20.664,  20.669,  20.708,  20.663,  20.696
  1277.17,  20.581,  20.610,  20.857,  20.630,  20.743,  20.622,  20.618,  20.659,  20.627,  20.657
  1295.69,  20.575,  20.608,  20.855,  20.627,  20.738,  20.588,  20.594,  20.632,  20.590,  20.630
  1314.47,  20.570,  20.607,  20.850,  20.627,  20.732,  20.623,  20.625,  20.667,  20.627,  20.660
  1333.52,  20.572,  20.612,  20.853,  20.631,  20.731,  20.608,  20.620,  20.651,  20.615,  20.651
  1352.85,  20.572,  20.615,  20.852,  20.634,  20.733,  20.645,  20.653,  20.687,  20.654,  20.683
  1372.46,  20.574,  20.624,  20.853,  20.639,  20.733,  20.619,  20.632,  20.653,  20.620,  20.657
  1392.36,  20.577,  20.631,  20.857,  20.645,  20.737,  20.601,  20.628,  20.654,  20.620,  20.644
  1412.54,  20.579,  20.634,  20.862,  20.647,  20.742,  20.626,  20.655,  20.668,  20.643,  20.664
  1433.01,  20.586,  20.632,  20.866,  20.648,  20.747,  20.617,  20.642,  20.652,  20.634,  20.653
  1453.78,  20.594,  20.636,  20.870,  20.651,  20.752,  20.652,  20.670,  20.695,  20.667,  20.695
  1474.86,  20.598,  20.638,  20.874,  20.656,  20.755,  20.641,  20.652,  20.678,  20.650,  20.681
  1496.24,  20.615,  20.648,  20.890,  20.670,  20.771,  20.651,  20.660,  20.693,  20.667,  20.691
  1517.92,  20.619,  20.654,  20.894,  20.675,  20.778,  20.644,  20.651,  20.682,  20.658,  20.686
  1539.93,  20.636,  20.665,  20.906,  20.690,  20.793,  20.682,  20.684,  20.721,  20.690,  20.723
  1562.25,  20.652,  20.683,  20.922,  20.710,  20.807,  20.676,  20.668,  20.701,  20.674,  20.705
  1584.89,  20.668,  20.696,  20.933,  20.722,  20.825,  20.699,  20.706,  20.729,  20.704,  20.733
  1607.87,  20.682,  20.712,  20.949,  20.735,  20.840,  20.727,  20.724,  20.753,  20.733,  20.762
  1631.17,  20.699,  20.727,  20.964,  20.752,  20.853,  20.745,  20.760,  20.783,  20.756,  20.786
  1654.82,  20.718,  20.749,  20.983,  20.776,  20.876,  20.736,  20.738,  20.760,  20.752,  20.770
  1678.80,  20.731,  20.762,  20.994,  20.784,  20.885,  20.772,  20.782,  20.799,  20.787,  20.818
  1703.14,  20.746,  20.778,  21.009,  20.800,  20.901,  20.771,  20.783,  20.802,  20.782,  20.812
  1727.83,  20.760,  20.792,  21.023,  20.810,  20.915,  20.790,  20.800,  20.816,  20.803,  20.834
  1752.87,  20.770,  20.824,  21.035,  20.823,  20.927,  20.820,  20.822,  20.850,  20.823,  20.860
  1778.28,  20.779,  20.852,  21.046,  20.829,  20.935,  20.804,  20.809,  20.836,  20.809,  20.845
  1804.06,  20.781,  20.856,  21.050,  20.831,  20.942,  20.848,  20.854,  20.883,  20.852,  20.898
  1830.21,  20.783,  20.854,  21.057,  20.832,  20.943,  20.814,  20.823,  20.855,  20.823,  20.866
  1856.74,  20.790,  20.856,  21.062,  20.837,  20.945,  20.836,  20.835,  20.874,  20.832,  20.873
  1883.65,  20.786,  20.851,  21.064,  20.832,  20.945,  20.812,  20.819,  20.855,  20.817,  20.863
  1910.95,  20.782,  20.851,  21.064,  20.829,  20.945,  20.826,  20.831,  20.872,  20.824,  20.873
  1938.65,  20.784,  20.845,  21.062,  20.821,  20.946,  20.800,  20.802,  20.847,  20.801,  20.844
  1966.75,  20.779,  20.841,  21.062,  20.816,  20.941,  20.842,  20.833,  20.886,  20.831,  20.892
  1995.26,  20.774,  20.827,  21.056,  20.806,  20.933,  20.801,  20.799,  20.853,  20.791,  20.857
  2024.18,  20.781,  20.814,  21.047,  20.797,  20.919,  20.808,  20.808,  20.869,  20.814,  20.862
  2053.53,  20.789,  20.811,  21.041,  20.789,  20.911,  20.792,  20.795,  20.850,  20.789,  20.835
  2083.29,  20.803,  20.805,  21.038,  20.781,  20.900,  20.779,  20.777,  20.844,  20.782,  20.823
  2113.49,  20.805,  20.803,  21.046,  20.773,  20.888,  20.765,  20.769,  20.847,  20.750,  20.808
  2144.12,  20.800,  20.791,  21.095,  20.764,  20.876,  20.783,  20.810,  20.917,  20.788,  20.854
  2175.20,  20.789,  20.781,  21.138,  20.754,  20.871,  20.741,  20.829,  20.932,  20.742,  20.837
  2206.73,  20.779,  20.775,  21.132,  20.746,  20.873,  20.749,  20.895,  20.964,  20.762,  20.876
  2238.72,  20.776,  20.765,  21.118,  20.747,  20.890,  20.764,  20.903,  20.957,  20.801,  20.887
  2271.17,  20.767,  20.753,  21.102,  20.748,  20.908,  20.738,  20.832,  20.897,  20.811,  20.855
  2304.09,  20.751,  20.746,  21.097,  20.755,  20.914,  20.768,  20.824,  20.893,  20.870,  20.869
  2337.49,  20.738,  20.745,  21.077,  20.809,  20.965,  20.792,  20.810,  20.878,  20.866,  20.853
  2371.37,  20.726,  20.759,  21.066,  20.891,  20.966,  20.897,  20.810,  20.898,  20.865,  20.855
  2405.75,  20.719,  20.753,  21.053,  20.866,  20.933,  20.902,  20.750,  20.824,  20.770,  20.789
  2440.62,  20.711,  20.738,  21.045,  20.824,  20.911,  20.870,  20.775,  20.865,  20.797,  20.818
  2476.00,  20.706,  20.730,  21.034,  20.795,  20.893,  20.814,  20.763,  20.845,  20.777,  20.804
  2511.89,  20.701,  20.723,  21.029,  20.774,  20.877,  20.772,  20.760,  20.821,  20.743,  20.779
  2548.30,  20.696,  20.722,  21.022,  20.758,  20.862,  20.772,  20.751,  20.820,  20.746,  20.773
  2585.23,  20.692,  20.717,  21.017,  20.749,  20.851,  20.762,  20.752,  20.829,  20.748,  20.784
  2622.71,  20.689,  20.714,  21.011,  20.743,  20.846,  20.758,  20.754,  20.825,  20.732,  20.778
  2660.73,  20.684,  20.708,  21.003,  20.731,  20.837,  20.734,  20.728,  20.794,  20.720,  20.746
  2699.29,  20.688,  20.709,  21.004,  20.732,  20.835,  20.735,  20.733,  20.803,  20.727,  20.754
  2738.42,  20.681,  20.705,  20.999,  20.733,  20.831,  20.710,  20.706,  20.789,  20.697,  20.731
  2778.11,  20.679,  20.705,  21.003,  20.732,  20.827,  20.736,  20.753,  20.823,  20.737,  20.765
  2818.38,  20.679,  20.706,  21.001,  20.730,  20.824,  20.717,  20.729,  20.798,  20.714,  20.744
  2859.24,  20.678,  20.705,  20.994,  20.727,  20.817,  20.727,  20.731,  20.815,  20.725,  20.750
  2900.68,  20.677,  20.713,  20.990,  20.725,  20.815,  20.706,  20.710,  20.780,  20.705,  20.727
  2942.73,  20.671,  20.708,  20.984,  20.724,  20.815,  20.745,  20.760,  20.822,  20.746,  20.765
  2985.38,  20.676,  20.720,  20.984,  20.729,  20.816,  20.710,  20.726,  20.792,  20.712,  20.733
  3028.66,  20.672,  20.716,  20.982,  20.731,  20.812,  20.721,  20.740,  20.793,  20.735,  20.749
  3072.56,  20.676,  20.726,  20.983,  20.735,  20.821,  20.697,  20.721,  20.764,  20.705,  20.723
  3117.09,  20.674,  20.727,  20.978,  20.736,  20.819,  20.743,  20.769,  20.817,  20.751,  20.760
  3162.28,  20.673,  20.727,  20.976,  20.737,  20.817,  20.701,  20.737,  20.776,  20.722,  20.736
  3208.12,  20.680,  20.734,  20.981,  20.747,  20.827,  20.723,  20.749,  20.780,  20.734,  20.749
  3254.62,  20.681,  20.738,  20.981,  20.749,  20.830,  20.734,  20.753,  20.787,  20.751,  20.760
  3301.79,  20.680,  20.733,  20.974,  20.748,  20.828,  20.718,  20.745,  20.782,  20.746,  20.755
  3349.65,  20.686,  20.735,  20.973,  20.753,  20.833,  20.705,  20.729,  20.758,  20.728,  20.735
  3398.21,  20.682,  20.731,  20.964,  20.751,  20.832,  20.754,  20.770,  20.798,  20.766,  20.781
  3447.47,  20.683,  20.726,  20.954,  20.749,  20.827,  20.722,  20.746,  20.758,  20.748,  20.758
  3497.44,  20.686,  20.723,  20.951,  20.750,  20.830,  20.728,  20.743,  20.760,  20.753,  20.768
  3548.13,  20.682,  20.721,  20.944,  20.752,  20.826,  20.694,  20.708,  20.720,  20.715,  20.723
  3599.56,  20.680,  20.719,  20.937,  20.749,  20.823,  20.748,  20.768,  20.779,  20.774,  20.783
  3651.74,  20.675,  20.713,  20.928,  20.752,  20.822,  20.718,  20.730,  20.743,  20.740,  20.743
  3704.67,  20.674,  20.710,  20.923,  20.753,  20.821,  20.688,  20.701,  20.712,  20.725,  20.722
  3758.37,  20.675,  20.712,  20.920,  20.757,  20.820,  20.733,  20.746,  20.749,  20.769,  20.763
  3812.85,  20.671,  20.711,  20.911,  20.755,  20.821,  20.712,  20.734,  20.733,  20.749,  20.748
  3868.12,  20.673,  20.710,  20.906,  20.760,  20.821,  20.695,  20.701,  20.703,  20.728,  20.730
  3924.19,  20.669,  20.708,  20.898,  20.759,  20.819,  20.729,  20.746,  20.729,  20.768,  20.765
  3981.07,  20.672,  20.711,  20.897,  20.764,  20.823,  20.705,  20.717,  20.706,  20.750,  20.749
  4038.78,  20.667,  20.707,  20.887,  20.762,  20.823,  20.719,  20.728,  20.712,  20.763,  20.764
  4097.32,  20.668,  20.710,  20.888,  20.766,  20.829,  20.684,  20.698,  20.674,  20.728,  20.734
  4156.71,  20.672,  20.713,  20.887,  20.772,  20.837,  20.741,  20.752,  20.728,  20.794,  20.791
  4216.97,  20.671,  20.708,  20.878,  20.768,  20.837,  20.679,  20.698,  20.657,  20.735,  20.737
  4278.09,  20.674,  20.709,  20.878,  20.769,  20.840,  20.716,  20.729,  20.692,  20.774,  20.776
  4340.10,  20.665,  20.705,  20.865,  20.764,  20.839,  20.690,  20.707,  20.670,  20.750,  20.756
  4403.01,  20.666,  20.708,  20.857,  20.764,  20.840,  20.736,  20.745,  20.704,  20.788,  20.795
  4466.84,  20.654,  20.696,  20.841,  20.753,  20.830,  20.669,  20.689,  20.633,  20.726,  20.726
  4531.58,  20.646,  20.686,  20.824,  20.745,  20.821,  20.710,  20.723,  20.662,  20.769,  20.779
  4597.27,  20.629,  20.672,  20.804,  20.735,  20.805,  20.688,  20.708,  20.634,  20.749,  20.749
  4663.91,  20.616,  20.665,  20.795,  20.728,  20.785,  20.652,  20.678,  20.596,  20.715,  20.706
  4731.51,  20.615,  20.660,  20.790,  20.723,  20.773,  20.656,  20.671,  20.602,  20.713,  20.704
  4800.10,  20.627,  20.669,  20.803,  20.727,  20.779,  20.670,  20.688,  20.616,  20.726,  20.707
  4869.68,  20.638,  20.683,  20.813,  20.731,  20.790,  20.691,  20.706,  20.633,  20.738,  20.732
  4940.26,  20.644,  20.692,  20.824,  20.739,  20.801,  20.685,  20.696,  20.638,  20.737,  20.722
  5011.87,  20.644,  20.706,  20.834,  20.747,  20.814,  20.658,  20.691,  20.619,  20.713,  20.713
  5084.52,  20.654,  20.721,  20.847,  20.757,  20.827,  20.695,  20.733,  20.657,  20.750,  20.756
  5158.22,  20.668,  20.736,  20.858,  20.763,  20.835,  20.719,  20.757,  20.674,  20.773,  20.782
  5232.99,  20.683,  20.754,  20.870,  20.770,  20.841,  20.701,  20.744,  20.667,  20.746,  20.758
  5308.84,  20.701,  20.774,  20.887,  20.783,  20.852,  20.762,  20.796,  20.713,  20.799,  20.814
  5385.80,  20.725,  20.797,  20.909,  20.804,  20.872,  20.760,  20.803,  20.712,  20.791,  20.799
  5463.87,  20.759,  20.821,  20.934,  20.825,  20.896,  20.761,  20.808,  20.713,  20.792,  20.792
  5543.07,  20.790,  20.847,  20.960,  20.852,  20.919,  20.843,  20.883,  20.780,  20.854,  20.864
  5623.41,  20.829,  20.876,  20.996,  20.883,  20.951,  20.844,  20.886,  20.783,  20.853,  20.867
  5704.93,  20.860,  20.895,  21.036,  20.913,  20.991,  20.881,  20.896,  20.813,  20.878,  20.896
  5787.62,  20.899,  20.907,  21.088,  20.941,  21.039,  20.942,  20.941,  20.894,  20.953,  20.971
  5871.51,  20.921,  20.919,  21.151,  20.972,  21.087,  20.936,  20.912,  20.915,  20.940,  20.981
  5956.62,  20.927,  20.916,  21.197,  20.985,  21.117,  20.964,  20.925,  20.981,  20.979,  21.030
  6042.96,  20.928,  20.920,  21.245,  21.000,  21.141,  20.981,  20.935,  21.033,  20.997,  21.073
  6130.56,  20.925,  20.926,  21.279,  21.008,  21.151,  20.994,  20.969,  21.095,  21.019,  21.103
  6219.42,  20.919,  20.934,  21.287,  21.010,  21.150,  20.951,  20.941,  21.078,  20.993,  21.069
  6309.57,  20.904,  20.934,  21.268,  20.996,  21.129,  20.937,  20.937,  21.090,  20.990,  21.057
  6401.03,  20.885,  20.922,  21.220,  20.968,  21.098,  20.958,  20.972,  21.090,  20.994,  21.058
  6493.82,  20.864,  20.899,  21.150,  20.925,  21.056,  20.913,  20.924,  21.003,  20.936,  21.002
  6587.95,  20.833,  20.854,  21.069,  20.872,  21.001,  20.860,  20.864,  20.901,  20.858,  20.926
  6683.44,  20.794,  20.799,  20.990,  20.815,  20.941,  20.857,  20.849,  20.855,  20.845,  20.907
  6780.32,  20.753,  20.750,  20.927,  20.767,  20.880,  20.791,  20.774,  20.759,  20.769,  20.812
  6878.60,  20.706,  20.705,  20.881,  20.723,  20.823,  20.761,  20.730,  20.722,  20.727,  20.770
  6978.31,  20.672,  20.679,  20.859,  20.702,  20.785,  20.730,  20.709,  20.691,  20.708,  20.736
  7079.46,  20.644,  20.660,  20.845,  20.681,  20.758,  20.718,  20.702,  20.689,  20.710,  20.714
  7182.08,  20.626,  20.652,  20.849,  20.671,  20.742,  20.648,  20.643,  20.634,  20.641,  20.651
  7286.18,  20.620,  20.654,  20.859,  20.676,  20.743,  20.683,  20.686,  20.683,  20.681,  20.689
  7391.80,  20.620,  20.655,  20.865,  20.674,  20.740,  20.666,  20.672,  20.680,  20.676,  20.678
  7498.94,  20.629,  20.667,  20.877,  20.684,  20.753,  20.664,  20.680,  20.683,  20.675,  20.677
  7607.64,  20.643,  20.682,  20.886,  20.698,  20.763,  20.644,  20.662,  20.656,  20.664,  20.660
  7717.92,  20.654,  20.697,  20.893,  20.707,  20.777,  20.698,  20.715,  20.710,  20.720,  20.719
  7829.79,  20.668,  20.709,  20.904,  20.722,  20.787,  20.675,  20.689,  20.687,  20.697,  20.694
  7943.28,  20.677,  20.720,  20.917,  20.736,  20.797,  20.734,  20.764,  20.752,  20.760,  20.754
  8058.42,  20.692,  20.738,  20.928,  20.754,  20.814,  20.730,  20.750,  20.737,  20.744,  20.746
  8175.23,  20.709,  20.755,  20.945,  20.767,  20.828,  20.721,  20.740,  20.732,  20.732,  20.729
  8293.73,  20.723,  20.764,  20.957,  20.783,  20.841,  20.744,  20.766,  20.750,  20.760,  20.765
  8413.95,  20.747,  20.782,  20.975,  20.803,  20.862,  20.794,  20.807,  20.794,  20.807,  20.803
  8535.91,  20.762,  20.798,  20.991,  20.818,  20.875,  20.775,  20.800,  20.787,  20.804,  20.805
  8659.64,  20.779,  20.820,  21.008,  20.835,  20.897,  20.789,  20.805,  20.795,  20.806,  20.805
  8785.17,  20.796,  20.835,  21.020,  20.856,  20.911,  20.859,  20.878,  20.860,  20.865,  20.867
  8912.51,  20.817,  20.856,  21.043,  20.878,  20.934,  20.811,  20.833,  20.810,  20.833,  20.827
  9041.70,  20.831,  20.874,  21.056,  20.894,  20.950,  20.881,  20.904,  20.886,  20.905,  20.902
  9172.76,  20.850,  20.889,  21.075,  20.912,  20.968,  20.863,  20.884,  20.856,  20.879,  20.876
  9305.72,  20.871,  20.911,  21.092,  20.933,  20.989,  20.931,  20.948,  20.922,  20.947,  20.936
  9440.61,  20.892,  20.934,  21.114,  20.954,  21.009,  20.926,  20.937,  20.916,  20.935,  20.928
  9577.45,  20.909,  20.954,  21.134,  20.976,  21.033,  20.946,  20.965,  20.949,  20.968,  20.959
  9716.28,  20.938,  20.978,  21.156,  21.001,  21.054,  20.940,  20.963,  20.937,  20.962,  20.951
  9857.12,  20.961,  21.004,  21.178,  21.025,  21.079,  20.986,  20.995,  20.976,  21.005,  20.996
 10000.00,  20.977,  21.023,  21.196,  21.043,  21.098,  21.023,  21.039,  21.010,  21.043,  21.036
 10144.95,  21.008,  21.053,  21.223,  21.074,  21.127,  21.024,  21.043,  21.021,  21.048,  21.029
 10292.01,  21.031,  21.072,  21.247,  21.097,  21.149,  21.079,  21.092,  21.065,  21.093,  21.087
 10441.19,  21.054,  21.095,  21.266,  21.118,  21.170,  21.080,  21.100,  21.075,  21.101,  21.093
 10592.54,  21.086,  21.126,  21.299,  21.153,  21.203,  21.103,  21.110,  21.084,  21.117,  21.107
 10746.08,  21.104,  21.145,  21.313,  21.169,  21.221,  21.158,  21.177,  21.147,  21.180,  21.173
 10901.84,  21.135,  21.176,  21.345,  21.199,  21.251,  21.138,  21.153,  21.125,  21.160,  21.141
 11059.87,  21.161,  21.201,  21.367,  21.228,  21.277,  21.212,  21.241,  21.202,  21.240,  21.231
 11220.18,  21.188,  21.231,  21.395,  21.254,  21.304,  21.188,  21.197,  21.169,  21.211,  21.194
 11382.82,  21.215,  21.258,  21.420,  21.282,  21.331,  21.260,  21.273,  21.244,  21.275,  21.263
 11547.82,  21.245,  21.286,  21.450,  21.313,  21.360,  21.301,  21.307,  21.276,  21.317,  21.299
 11715.21,  21.269,  21.309,  21.471,  21.335,  21.386,  21.284,  21.302,  21.262,  21.309,  21.289
 11885.02,  21.303,  21.347,  21.508,  21.371,  21.421,  21.320,  21.339,  21.299,  21.343,  21.328
 12057.30,  21.329,  21.370,  21.528,  21.395,  21.446,  21.368,  21.390,  21.346,  21.388,  21.376
 12232.07,  21.367,  21.409,  21.564,  21.436,  21.484,  21.369,  21.379,  21.337,  21.397,  21.379
 12409.38,  21.395,  21.438,  21.593,  21.464,  21.512,  21.428,  21.437,  21.392,  21.439,  21.433
 12589.25,  21.437,  21.479,  21.631,  21.504,  21.552,  21.473,  21.497,  21.452,  21.502,  21.480
 12771.74,  21.467,  21.509,  21.662,  21.537,  21.585,  21.486,  21.497,  21.460,  21.515,  21.495
 12956.87,  21.507,  21.551,  21.700,  21.581,  21.627,  21.559,  21.580,  21.528,  21.587,  21.574
 13144.68,  21.539,  21.583,  21.729,  21.612,  21.657,  21.565,  21.579,  21.537,  21.587,  21.576
 13335.21,  21.577,  21.622,  21.766,  21.652,  21.697,  21.594,  21.614,  21.575,  21.622,  21.610
 13528.51,  21.606,  21.647,  21.795,  21.679,  21.724,  21.638,  21.648,  21.604,  21.665,  21.645
 13724.61,  21.644,  21.692,  21.835,  21.721,  21.763,  21.637,  21.653,  21.600,  21.665,  21.649
 13923.55,  21.679,  21.723,  21.865,  21.754,  21.793,  21.697,  21.708,  21.662,  21.721,  21.703
 14125.38,  21.713,  21.760,  21.901,  21.788,  21.831,  21.769,  21.796,  21.738,  21.796,  21.781
 14330.13,  21.751,  21.799,  21.932,  21.824,  21.864,  21.745,  21.764,  21.705,  21.774,  21.761
 14537.84,  21.795,  21.842,  21.976,  21.869,  21.907,  21.841,  21.871,  21.812,  21.876,  21.852
 14748.57,  21.832,  21.882,  22.011,  21.911,  21.944,  21.810,  21.836,  21.774,  21.850,  21.820
 14962.36,  21.871,  21.918,  22.045,  21.945,  21.981,  21.906,  21.926,  21.859,  21.936,  21.912
 15179.24,  21.916,  21.965,  22.092,  21.991,  22.029,  21.967,  21.988,  21.923,  21.994,  21.973
 15399.27,  21.953,  21.998,  22.126,  22.026,  22.066,  21.939,  21.961,  21.893,  21.960,  21.944
 15622.48,  22.000,  22.043,  22.171,  22.073,  22.113,  22.046,  22.073,  22.013,  22.085,  22.068
 15848.93,  22.041,  22.083,  22.210,  22.116,  22.156,  22.046,  22.061,  21.996,  22.072,  22.058
 16078.67,  22.084,  22.124,  22.253,  22.160,  22.203,  22.115,  22.125,  22.059,  22.149,  22.127
 16311.73,  22.131,  22.170,  22.293,  22.206,  22.243,  22.116,  22.142,  22.060,  22.154,  22.125
 16548.17,  22.172,  22.214,  22.340,  22.251,  22.287,  22.236,  22.254,  22.176,  22.270,  22.249
 16788.04,  22.221,  22.261,  22.382,  22.296,  22.335,  22.191,  22.212,  22.137,  22.232,  22.208
 17031.39,  22.276,  22.317,  22.435,  22.356,  22.391,  22.284,  22.297,  22.229,  22.325,  22.297
 17278.26,  22.319,  22.359,  22.478,  22.400,  22.433,  22.350,  22.364,  22.293,  22.388,  22.360
 17528.71,  22.371,  22.416,  22.526,  22.452,  22.487,  22.396,  22.418,  22.338,  22.438,  22.406
 17782.79,  22.425,  22.467,  22.579,  22.508,  22.539,  22.437,  22.452,  22.366,  22.476,  22.449
 18040.56,  22.482,  22.526,  22.634,  22.568,  22.597,  22.473,  22.490,  22.408,  22.514,  22.493
 18302.06,  22.540,  22.584,  22.690,  22.626,  22.655,  22.595,  22.610,  22.525,  22.636,  22.602
 18567.35,  22.599,  22.643,  22.742,  22.687,  22.711,  22.613,  22.634,  22.545,  22.665,  22.629
 18836.49,  22.652,  22.698,  22.793,  22.741,  22.766,  22.675,  22.690,  22.594,  22.716,  22.679
 19109.53,  22.714,  22.757,  22.853,  22.802,  22.828,  22.723,  22.741,  22.648,  22.767,  22.724
 19386.53,  22.766,  22.808,  22.909,  22.853,  22.881,  22.787,  22.801,  22.715,  22.835,  22.797
 19667.54,  22.836,  22.881,  22.973,  22.922,  22.952,  22.834,  22.855,  22.762,  22.881,  22.852
 19952.62,  22.896,  22.937,  23.030,  22.978,  23.011,  22.916,  22.930,  22.836,  22.950,  22.927
